Company,File No,Opened,Closed,Coverage,SubCoverage,Reason,SubReason,Disposition,Conclusion,Recovery,Status
"Anthem Health Plans, Inc",{'': 7053474},2023-04-17,2023-05-05,Group,Health Only,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
State Farm Mutual Automobile Insurance Company,{'': 7051101},2023-01-24,2023-06-20,Individual Private Passenger,Liability,Claim Handling,Adjuster Handling,Company Position Overturned,Questionable,0.0,Closed
"Oxford Health Plans (CT), Inc",{'': 7051459},2023-02-06,2023-03-27,A & H,Health Only,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Coverage Denied,0.0,Closed
"ConnectiCare Insurance Company, Inc",{'': 7047568},2022-08-30,2022-12-19,A & H,A & H,Claim Handling,Claim Handling Other,Claim Settled,Claim Paid,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,Group,A & H,Claim Handling,Provider Contract Issue,Claim Settled,Claim Paid,881.1,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,A & H,A & H,Claim Handling,Eligibility of Provider,Claim Settled,Provider Issue,881.1,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,Group,A & H,Claim Handling,Eligibility of Provider,Claim Settled,Provider Issue,881.1,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,A & H,Health Only,Claim Handling,Provider Contract Issue,Claim Settled,Claim Paid,881.1,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,Group,Health Only,Claim Handling,Claim Handling Other,Claim Settled,Claim Paid,881.1,Closed
UnitedHealthcare Insurance Company,{'': 7049638},2022-11-23,2022-12-19,A & H,A & H,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Overturned,Coverage Granted,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7049638},2022-11-23,2022-12-19,Group,Health Only,Claim Handling,UR Time Delay,Company Position Overturned,Coverage Granted,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,A & H,A & H,Claim Handling,Provider Contract Issue,Claim Settled,Claim Paid,881.1,Closed
"Oxford Health Plans (CT), Inc",{'': 7051459},2023-02-06,2023-03-27,Group,A & H,Claim Handling,Medical Necessity,Company Position Substantiated,Coverage Denied,0.0,Closed
"Oxford Health Plans (CT), Inc",{'': 7053908},2023-05-01,2023-05-05,A & H,Health Only,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Coverage Denied,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,Group,A & H,Claim Handling,Claim Denial,Claim Settled,Provider Issue,881.1,Closed
"Oxford Health Plans (CT), Inc",{'': 7051459},2023-02-06,2023-03-27,Group,A & H,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Coverage Denied,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7049638},2022-11-23,2022-12-19,A & H,Health Only,Claim Handling,UR Time Delay,Company Position Overturned,Coverage Granted,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,A & H,A & H,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,881.1,Closed
"ConnectiCare Insurance Company, Inc",{'': 7047568},2022-08-30,2022-12-19,Individual,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,Claim Paid,0.0,Closed
"Anthem Health Plans, Inc",{'': 7053474},2023-04-17,2023-05-05,Group,Health Only,Claim Handling,CPT Code Issue,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"ConnectiCare Insurance Company, Inc",{'': 7047568},2022-08-30,2022-12-19,Individual,A & H,Claim Handling,Claim Handling Other,Claim Settled,Claim Paid,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7049638},2022-11-23,2022-12-19,A & H,A & H,Claim Handling,UR Time Delay,Company Position Overturned,Coverage Granted,0.0,Closed
"Oxford Health Plans (CT), Inc",{'': 7046371},2022-07-07,2022-07-12,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Insurance Company, Inc",{'': 7047568},2022-08-30,2022-12-19,A & H,A & H,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,Claim Paid,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,Group,Health Only,Claim Handling,Eligibility of Provider,Claim Settled,Provider Issue,881.1,Closed
"ConnectiCare Insurance Company, Inc",{'': 7047568},2022-08-30,2022-12-19,A & H,Health Only,Claim Handling,Claim Handling Other,Claim Settled,Claim Paid,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7049638},2022-11-23,2022-12-19,Group,A & H,Claim Handling,UR Time Delay,Company Position Overturned,Coverage Granted,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,A & H,Health Only,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,881.1,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,A & H,A & H,Claim Handling,Provider Contract Issue,Claim Settled,Provider Issue,881.1,Closed
"Anthem Health Plans, Inc",{'': 7053474},2023-04-17,2023-05-05,Group,Health Only,Claim Handling,Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,Group,Health Only,Claim Handling,Claim Denial,Claim Settled,Provider Issue,881.1,Closed
"Oxford Health Plans (CT), Inc",{'': 7051459},2023-02-06,2023-03-27,Group,Health Only,Claim Handling,Medical Necessity,Company Position Substantiated,Coverage Denied,0.0,Closed
"Anthem Health Plans, Inc",{'': 7053474},2023-04-17,2023-05-05,A & H,A & H,Claim Handling,CPT Code Issue,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7053474},2023-04-17,2023-05-05,A & H,A & H,Claim Handling,Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7053474},2023-04-17,2023-05-05,A & H,Health Only,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Oxford Health Plans (CT), Inc",{'': 7053908},2023-05-01,2023-05-05,Group,Health Only,Claim Handling,Medical Necessity,Company Position Substantiated,Coverage Denied,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,Group,Health Only,Claim Handling,Provider Contract Issue,Claim Settled,Provider Issue,881.1,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,Group,A & H,Claim Handling,Claim Handling Other,Claim Settled,Provider Issue,881.1,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,Group,Health Only,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,881.1,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,Group,A & H,Claim Handling,Claim Denial,Claim Settled,Claim Paid,881.1,Closed
"Anthem Health Plans, Inc",{'': 7053474},2023-04-17,2023-05-05,A & H,Health Only,Claim Handling,Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7054965},2023-06-07,2023-06-20,A & H,Health Only,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Closed
ConnectiCare Inc,{'': 7046423},2022-07-09,2022-07-14,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Overturned,Coverage Granted,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,A & H,Health Only,Claim Handling,Eligibility of Provider,Claim Settled,Provider Issue,881.1,Closed
"Anthem Health Plans, Inc",{'': 7051931},2023-02-22,2023-03-27,Group,A & H,Claim Handling,Claim Handling Other,Claim Settled,Claim Paid,881.1,Closed
State Farm Mutual Automobile Insurance Company,{'': 7051101},2023-01-24,2023-06-20,Individual Private Passenger,Liability,Claim Handling,Storage Fees,Company Position Overturned,Enter Arbitration,0.0,Closed
"Oxford Health Plans (CT), Inc",{'': 7053908},2023-05-01,2023-05-05,A & H,A & H,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Coverage Denied,0.0,Closed
"Anthem Health Plans, Inc",{'': 7053474},2023-04-17,2023-05-05,A & H,Health Only,Claim Handling,CPT Code Issue,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
ConnectiCare Inc,{'': 7052380},2023-03-08,2023-03-28,Group,Health Only,Claim Handling,Claim Denial,Claim Settled,Claim Paid With Interest,4767.07,Closed
"Oxford Health Plans (CT), Inc",{'': 7053908},2023-05-01,2023-05-05,A & H,A & H,Claim Handling,Medical Necessity,Company Position Substantiated,Coverage Denied,0.0,Closed
ConnectiCare Inc,{'': 7052380},2023-03-08,2023-03-28,Group,A & H,Claim Handling,Denial,Claim Settled,Claim Paid With Interest,4767.07,Closed
"Oxford Health Plans (CT), Inc",{'': 7053908},2023-05-01,2023-05-05,A & H,Health Only,Claim Handling,Medical Necessity,Company Position Substantiated,Coverage Denied,0.0,Closed
ConnectiCare Inc,{'': 7052380},2023-03-08,2023-03-28,Group,Health Only,Claim Handling,Denial,Claim Settled,Claim Paid With Interest,4767.07,Closed
UnitedHealthcare Insurance Company,{'': 7053650},2023-04-24,2023-05-08,Group,Health Only,Claim Handling,Medical Necessity,Company Position Overturned,Coverage Granted,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7054965},2023-06-07,2023-06-20,Group,Health Only,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Closed
ConnectiCare Inc,{'': 7052380},2023-03-08,2023-03-28,A & H,Health Only,Claim Handling,Claim Denial,Claim Settled,Claim Paid With Interest,4767.07,Closed
"Anthem Health Plans, Inc",{'': 7048569},2022-10-11,2022-12-20,A & H,A & H,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,18182.42,Closed
State Farm Mutual Automobile Insurance Company,{'': 7052874},2023-03-23,2023-05-08,Individual Private Passenger,Rental Reimbursement,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Enter Arbitration,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7052137},2023-02-28,2023-06-20,Group,A & H,Claim Handling,Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7053650},2023-04-24,2023-05-08,A & H,Health Only,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Closed
State Farm Mutual Automobile Insurance Company,{'': 7051101},2023-01-24,2023-06-20,Individual Private Passenger,Liability,Claim Handling,Claim Delays,Company Position Overturned,Questionable,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7052137},2023-02-28,2023-06-20,Group,Health Only,Claim Handling,Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7048569},2022-10-11,2022-12-20,A & H,Health Only,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,18182.42,Closed
"Anthem Health Plans, Inc",{'': 7048569},2022-10-11,2022-12-20,Individual,Health Only,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,18182.42,Closed
UnitedHealthcare Insurance Company,{'': 7054965},2023-06-07,2023-06-20,A & H,Health Only,Claim Handling,Medical Necessity,Company Position Overturned,Coverage Granted,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7052137},2023-02-28,2023-06-20,A & H,A & H,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7053650},2023-04-24,2023-05-08,Group,A & H,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Closed
"Anthem Health Plans, Inc",{'': 7007765},2021-11-03,2021-12-02,A & H,A & H,Claim Handling,Provider Contract Issue,Company Position Substantiated,Furnished Information,0.0,Closed
"Anthem Health Plans, Inc",{'': 7007765},2021-11-03,2021-12-02,A & H,Health Only,Claim Handling,Provider Contract Issue,Company Position Substantiated,Furnished Information,0.0,Closed
State Farm Mutual Automobile Insurance Company,{'': 7051101},2023-01-24,2023-06-20,Individual Private Passenger,Liability,Claim Handling,Storage Fees,Company Position Overturned,Questionable,0.0,Closed
ConnectiCare Inc,{'': 7052380},2023-03-08,2023-03-28,A & H,Health Only,Claim Handling,Denial,Claim Settled,Claim Paid With Interest,4767.07,Closed
UnitedHealthcare Insurance Company,{'': 7053650},2023-04-24,2023-05-08,Group,Health Only,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Closed
"Anthem Health Plans, Inc",{'': 7040846},2021-11-14,2022-02-14,A & H,A & H,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,432.61,Closed
"Anthem Health Plans, Inc",{'': 7040846},2021-11-14,2022-02-14,Group,A & H,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,432.61,Closed
"Anthem Health Plans, Inc",{'': 7040846},2021-11-14,2022-02-14,A & H,Health Only,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,432.61,Closed
"Anthem Health Plans, Inc",{'': 7040846},2021-11-14,2022-02-14,Group,Health Only,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,432.61,Closed
"Anthem Health Plans, Inc",{'': 7040846},2021-11-14,2022-02-14,A & H,Self Funded/ERISA,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,432.61,Closed
"Anthem Health Plans, Inc",{'': 7040846},2021-11-14,2022-02-14,Group,Self Funded/ERISA,Claim Handling,Eligibility of Provider,Claim Settled,Claim Paid,432.61,Closed
"ConnectiCare Benefits, Inc.",{'': 7052137},2023-02-28,2023-06-20,A & H,Health Only,Claim Handling,Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7054965},2023-06-07,2023-06-20,Group,A & H,Claim Handling,Medical Necessity,Company Position Overturned,Coverage Granted,0.0,Closed
"Anthem Health Plans, Inc",{'': 7040713},2021-11-09,2021-12-08,A & H,Exchange,Claim Handling,Eligibility of Provider,Company Position Substantiated,Furnished Information,0.0,Closed
"Anthem Health Plans, Inc",{'': 7040713},2021-11-09,2021-12-08,Individual,Exchange,Claim Handling,Eligibility of Provider,Company Position Substantiated,Furnished Information,0.0,Closed
State Farm Mutual Automobile Insurance Company,{'': 7051101},2023-01-24,2023-06-20,Individual Private Passenger,Liability,Claim Handling,Claim Delays,Company Position Overturned,Enter Arbitration,0.0,Closed
State Farm Mutual Automobile Insurance Company,{'': 7052874},2023-03-23,2023-05-08,Individual Private Passenger,Rental Reimbursement,Claim Handling,Loss of Use,Company Position Substantiated,Enter Arbitration,0.0,Closed
"Anthem Health Plans, Inc",{'': 7040713},2021-11-09,2021-12-08,A & H,Health Exchange,Claim Handling,Eligibility of Provider,Company Position Substantiated,Furnished Information,0.0,Closed
"Anthem Health Plans, Inc",{'': 7040713},2021-11-09,2021-12-08,Individual,Health Exchange,Claim Handling,Eligibility of Provider,Company Position Substantiated,Furnished Information,0.0,Closed
"Anthem Health Plans, Inc",{'': 7041857},2022-01-04,2022-01-19,A & H,A & H,Claim Handling,Claim Delays,Claim Settled,Claim Paid,0.0,Closed
"Anthem Health Plans, Inc",{'': 7041857},2022-01-04,2022-01-19,Group,A & H,Claim Handling,Claim Delays,Claim Settled,Claim Paid,0.0,Closed
ConnectiCare Inc,{'': 7052380},2023-03-08,2023-03-28,A & H,A & H,Claim Handling,Claim Denial,Claim Settled,Claim Paid With Interest,4767.07,Closed
"Anthem Health Plans, Inc",{'': 7041857},2022-01-04,2022-01-19,A & H,Dental,Claim Handling,Claim Delays,Claim Settled,Claim Paid,0.0,Closed
"Anthem Health Plans, Inc",{'': 7041857},2022-01-04,2022-01-19,Group,Dental,Claim Handling,Claim Delays,Claim Settled,Claim Paid,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7054965},2023-06-07,2023-06-20,A & H,A & H,Claim Handling,Medical Necessity,Company Position Overturned,Coverage Granted,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7053650},2023-04-24,2023-05-08,A & H,A & H,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Closed
"Anthem Health Plans, Inc",{'': 7041884},2022-01-05,2022-01-28,A & H,Exchange,Claim Handling,Eligibility of Provider,Claim Settled,Voluntary Reconsideration,0.0,Closed
"Anthem Health Plans, Inc",{'': 7041884},2022-01-05,2022-01-28,Individual,Exchange,Claim Handling,Eligibility of Provider,Claim Settled,Voluntary Reconsideration,0.0,Closed
"Anthem Health Plans, Inc",{'': 7041884},2022-01-05,2022-01-28,A & H,Health Exchange,Claim Handling,Eligibility of Provider,Claim Settled,Voluntary Reconsideration,0.0,Closed
"Anthem Health Plans, Inc",{'': 7041884},2022-01-05,2022-01-28,Individual,Health Exchange,Claim Handling,Eligibility of Provider,Claim Settled,Voluntary Reconsideration,0.0,Closed
ConnectiCare Inc,{'': 7052380},2023-03-08,2023-03-28,A & H,A & H,Claim Handling,Denial,Claim Settled,Claim Paid With Interest,4767.07,Closed
"Anthem Health Plans, Inc",{'': 7041748},2021-12-28,2022-03-24,A & H,A & H,Marketing & Sales,Fraud/Forgery,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7041748},2021-12-28,2022-03-24,Group,A & H,Marketing & Sales,Fraud/Forgery,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7041748},2021-12-28,2022-03-24,A & H,Health Only,Marketing & Sales,Fraud/Forgery,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7041748},2021-12-28,2022-03-24,Group,Health Only,Marketing & Sales,Fraud/Forgery,Company Position Substantiated,Company Position Upheld,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7053650},2023-04-24,2023-05-08,A & H,A & H,Claim Handling,Medical Necessity,Company Position Overturned,Coverage Granted,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7054679},2023-05-29,2023-06-21,A & H,A & H,Claim Handling,Out of Network Benefits,Claim Settled,Claim Paid,0.0,Closed
